,0,1,2,3,4,5,6
0,-0.21989443988125584,-0.025980066081685658,0.004207900704740915,0.0019316776081719585,-0.021010479876149287,0.13578505771101765,6.0
1,0.05278190033857386,-0.015379321182612654,0.003249157314884196,-0.0003946498683786771,0.001959402377829144,0.03207229488775565,13.0
2,0.009257509192168396,0.002652615070731241,-0.0004843163225986824,-8.630053834644142e-05,0.0011069346595068814,-0.01038004819323034,6.0
3,0.4366995892892935,-0.04184705530601879,0.01005557644782443,-0.003537863272943114,0.02839466247664693,0.0098816576193774,4.0
4,-0.46237396491893556,0.07575075230001592,-0.016842514444900068,0.003645464291797983,-0.02557809573649211,-0.10452961686835785,7.0
5,-0.34982477025786296,0.13971555944477565,-0.02897997504852082,0.0024949912265139953,-0.00759568029122889,-0.32560666719443,10.0
6,0.5987863294309171,-0.018513588428900503,0.0061295962936871165,-0.004975082055380918,0.04447854390445979,-0.10272183027625542,15.0
7,-0.37896627070847694,0.15164549567280178,-0.0314514756003035,0.002701902066319894,-0.008186880783658682,-0.35360186126611615,1.0
8,-0.667371710789162,0.05301617277942863,-0.013212381152463926,0.0054415378775075065,-0.044953297783268155,0.01761273437604635,7.0
9,0.20466440474557113,-0.07658245790619295,0.015938351346298688,-0.0014761592848449273,0.005179702523436562,0.17506513483894964,3.0
10,0.35897282506305755,0.16690188332116063,-0.031399362236968806,-0.003550908259952361,0.052059765260856115,-0.594093674913475,12.0
11,-0.37425537061647046,0.14383927599030502,-0.02989377996597016,0.0026872206417806873,-0.008929859907399397,-0.33149246633516966,7.0
12,-0.4984723495572882,0.08515753303017139,-0.018845673296609577,0.0039189202006560155,-0.027076719995303977,-0.12313952991869281,15.0
13,0.31739790443113725,0.0865842191189557,-0.015745518437935025,-0.002944925933981042,0.03732945889770028,-0.3428355108071239,15.0
14,0.006943271462607104,0.09176989648625526,-0.018053968719232257,-0.00035138871906189304,0.013638921295198687,-0.27637459066800674,13.0
15,0.2142113001394702,-0.08353656776010024,0.017348185706315463,-0.0015342192422276996,0.004938846574512441,0.19334840680907286,6.0
16,-0.4069898219414454,0.049580377688638225,-0.011456255793806007,0.0032633915273955457,-0.024953444817120876,-0.04086163559929415,2.0
17,0.020925293471913662,-0.0026304491138948983,0.0006050376116614957,-0.00016752703193778233,0.0012713793021482413,0.0023440657163650695,13.0
18,-0.25703485757657946,-0.10408213178902834,0.01944355148575524,0.002493303364061886,-0.035075732490336235,0.3792440629477317,3.0
19,0.4602479719798497,0.04217769066824491,-0.006403435859001904,-0.004004126969311971,0.04223529903146572,-0.24770686176393658,15.0
20,0.023447051044245045,0.08733894213021859,-0.01711247605928864,-0.00047599374549680076,0.01430548911265665,-0.2674765997192346,15.0
21,0.016875483251560488,-0.008827914625864785,0.0018094295425256789,-0.0001136909002995044,6.851667742488173e-05,0.021953906115902783,15.0
22,0.17314478614130385,-0.07124481655692909,0.014755969766504905,-0.0012282061207067347,0.003460859419824335,0.16741955829673302,13.0
23,-0.3106871775942035,0.12289738839891572,-0.02550384760360267,0.0022196477004227393,-0.00691525516969866,-0.2856271363430801,1.0
24,0.4073408740382014,0.047664812842609684,-0.007703909613838539,-0.0035768394797548956,0.038854753783402085,-0.2501523351948287,2.0
25,0.0004561332739931082,-0.011563404273779493,0.002280394455583864,3.3086212456447144e-05,-0.0016138225711502844,0.034472944689231955,13.0
26,0.23913551245396564,-0.17526403440359098,0.03552586478599789,-0.0014508864653345278,-0.006186298481211602,0.461181558492916,13.0
27,0.4426215725710815,0.15543766331148762,-0.028793729780566272,-0.004217566534646839,0.057006704138609095,-0.5818841898752024,0.0
28,0.47276881368258766,0.020035567115744446,-0.0019885632801931955,-0.004038695696583101,0.040061640484050615,-0.18477198824537464,15.0
29,0.12384297221034686,-0.05646006798168421,0.011638392451025957,-0.000860916063385329,0.0016904868348905705,0.1362070970807481,2.0
30,0.23819270367893125,-0.08972615934170308,0.018667198090646105,-0.0017160759285918062,0.005942945612658391,0.20553314114027207,0.0
31,0.39491120338782104,-0.1500771862366939,0.03120853084774403,-0.002840963877901622,0.009665368933082404,0.34469985813064274,6.0
32,-0.01052140088904012,-0.09157342843553877,0.01800042666624836,0.00038084392792881263,-0.013892462710847523,0.27673162502520793,3.0
33,-0.05661587774043835,-0.07727841288754947,0.014992640921403372,0.0007227325230722034,-0.015480311598759827,0.24613737519520917,6.0
34,-0.011777238666719229,0.3092478918798312,-0.060984374897151125,-0.0008883900015005821,0.04319270566747898,-0.92204440782427,1.0
