,0,1,2
0,-0.25572205331590553,-0.05035096762854206,6.0
1,0.014688042504820828,0.06204754676525541,13.0
2,0.014133299874641191,-0.0014833720799167535,6.0
3,0.30599723876748236,0.31597615780087646,4.0
4,-0.2560631440838379,-0.40723109610840796,7.0
5,-0.015724356122716644,-0.49857197281540355,10.0
6,0.50352962251509,0.34342128529696964,15.0
7,-0.01640521014993421,-0.5407776406921028,1.0
8,-0.4912524443882258,-0.4576045624383645,7.0
9,0.02034162599424017,0.2797667788087186,3.0
10,0.68638445211089,-0.20554842329706202,12.0
11,-0.028992121333259967,-0.5203692280714294,7.0
12,-0.2685093446062511,-0.4470975626145954,15.0
13,0.475144021663952,-0.04077603862975382,15.0
14,0.20454418988440115,-0.20863029766979513,13.0
15,0.013985114704058332,0.30063361060329186,6.0
16,-0.2623239075461098,-0.31893469510008204,2.0
17,0.01331173518651102,0.016585839170244945,13.0
18,-0.4581511072705538,0.11152670362208239,3.0
19,0.5088829023236044,0.13358477419667822,15.0
20,0.209953025089415,-0.1901026672457335,15.0
21,-0.0037520994219136608,0.028877351172059845,15.0
22,0.003261432424945327,0.2516045251876599,13.0
23,-0.016529561849976657,-0.4400489959423681,1.0
24,0.47271204552130175,0.09433912636647876,2.0
25,-0.02456528089822159,0.02695657587236345,13.0
26,-0.16154106854205075,0.5251653554543734,13.0
27,0.7375479775678321,-0.1370530771352878,0.0
28,0.47241665043940245,0.19105018098232027,15.0
29,-0.009552108384920412,0.19267849559306682,2.0
30,0.02238242837889738,0.32698038865755474,0.0
31,0.03426641176146065,0.5451580398749177,6.0
32,-0.20736767315134869,0.20637973256943393,3.0
33,-0.21832781391928427,0.1501959570669102,6.0
34,0.6573483608016623,-0.7207062352827106,1.0
35,-0.5067975013204326,-0.3807228281871383,13.0
36,-0.2544888110111206,-0.11427673233464378,6.0
37,0.008690771488620748,0.40660437700085006,7.0
38,0.21872179310131434,0.1043694191061694,15.0
39,0.6629453620506173,-0.22945890710854094,7.0
40,-0.4180598602185111,0.16900222888768632,3.0
41,-0.40850557505210056,0.7023581320662828,2.0
42,-0.015083694526909646,-0.29543173262810396,12.0
43,-0.4282082960087828,0.31997628370635517,0.0
44,-0.4973782120022598,-0.10833754321929026,0.0
45,0.21902707874186378,-0.3706159665240062,7.0
46,0.4403995551700197,-0.5737688821898773,1.0
47,-0.2512189112194701,-0.22700734295816433,0.0
48,0.040099138646207705,0.46226442669965806,15.0
49,0.2184845501747628,-0.4897115755125596,9.0
50,-0.17557799194623505,0.3049380489945277,6.0
51,0.02171143406214611,0.059547679209501096,0.0
52,-0.4283695105283571,0.2437789414440875,6.0
53,0.20971989621247106,-0.5351179166552279,1.0
54,0.4613640914554356,-0.2704237230565588,2.0
55,-0.242986141676084,0.06100265215643358,6.0
