,0,1,2,3,4,5,6,7,8,9
0,-0.21448662456013987,0.01946138240313965,0.4564888993200676,0.07220710692735399,0.2074188820080335,-0.05712022763675621,0.0327130478019907,0.02617666257366231,-0.111054825720532,0.0
1,-0.1853935554146533,0.02519857147357789,0.3774550034493361,0.06813976738573842,0.20425521172608305,-0.05244715538887011,0.03171093760324163,0.02729643655197077,-0.12497750064491163,0.0
2,0.5156970321810892,0.08437704524012017,-0.8390050456101352,-0.19557236967327832,-0.09777623062009358,0.12201392113324382,-0.1273999846782917,0.03723444324365238,-0.07972336409489054,0.0
3,-0.17401824548035194,0.003634724924547726,0.45502086276797227,0.028122384000189196,0.10830120799631315,-0.036690449154629115,0.029696808269018552,-2.4805810729551788e-05,-0.16802089751204613,0.0
4,0.2316941665098912,-0.05755865151249146,-1.1380752574030415,0.059309172250629115,-0.320999930877787,0.028754305764954077,0.06949695990308505,-0.06757977359563705,0.2356159660564669,1.0
5,-0.1269665992947396,0.05115588012866903,0.5013108489990329,0.016692085405761267,0.2810198350190444,-0.030916994023790525,-0.05235964504985713,0.0777595044637898,0.04229120097337154,0.0
6,-0.08472747727856021,-0.20261833668516768,-0.8133054031927035,0.15324880140827526,-0.6592158816235334,-0.028960348559244026,0.27338285341978275,-0.24170128584648007,-0.07009762140654897,1.0
7,-0.1269665992947396,0.05115588012866903,0.5013108489990329,0.016692085405761267,0.2810198350190444,-0.030916994023790525,-0.05235964504985713,0.0777595044637898,0.04229120097337154,0.0
8,-0.08652380544829306,-0.18236010358265659,-0.81610467202744,0.19818768518870788,-0.4973408780053065,-0.040519601246133435,0.1959740351079692,-0.15822593318241673,0.395427913526236,1.0
9,-0.1870580485575935,-0.06515125574550978,-0.08665812414750183,0.12308902106320987,-0.13427160677084213,-0.05693957976744244,0.16811162055864687,-0.09744598541265248,-0.2538611338855237,1.0
10,-0.11113208544368873,0.06853395848936407,0.5524148460686896,0.004093810769663217,0.33988229404136167,-0.02684965943682978,-0.08360081813212618,0.10377352574551638,0.09421127523923131,0.0
11,-0.19241915272050963,0.03425787632269825,0.5281743504607632,0.05059077797156096,0.2568052479366556,-0.048917408477532946,-0.007685751319671991,0.05324458627272265,-0.03225633477937752,0.0
12,0.5471690677303226,0.015818031814220188,-0.8831896506772035,-0.2592024307095542,-0.40958860571292943,0.15246610025182336,-0.07108219799464267,-0.06783667923812173,-0.3018712714132853,1.0
13,0.23894705268380703,0.12994824381698755,-0.8385993254880416,0.034586541888007895,0.23912558924732152,0.0056245476419778066,0.014888413407527243,0.06745684815428546,-0.3063194034502948,1.0
14,0.6967886638449803,0.13298901006521613,-0.8252909903408224,-0.36303923339196886,-0.1692916089581073,0.18542531002802462,-0.1521568465323364,0.007925780000798101,-0.6355927740939319,1.0
15,-0.1269665992947396,0.05115588012866903,0.5013108489990329,0.016692085405761267,0.2810198350190444,-0.030916994023790525,-0.05235964504985713,0.0777595044637898,0.04229120097337154,0.0
16,-0.10417976918342568,0.08611223542182271,0.46358251630886876,0.032196057005333026,0.41350920994032037,-0.03555044297969965,-0.0913127778757054,0.13007539141630814,0.16948041743764455,0.0
17,0.044833225563949065,-0.12943942349630144,-1.1164803739851927,0.16499470678862754,-0.4542741242926767,-0.020889966958631136,0.20089950799600445,-0.15022041440897796,0.12747293746989244,1.0
18,0.4250451070167138,0.04840917718847919,-0.597714313719377,-0.1925932454130877,-0.15897591752337958,0.11243915334296851,-0.11053277174145992,0.009973984104855223,-0.06906291277866021,1.0
19,-0.2082536665715605,0.01687979796200323,0.47707035339110637,0.063189052607659,0.19794278891433842,-0.05298474306449368,0.023555421762597034,0.027230564990996083,-0.08417640904523725,0.0
20,0.27928054889439435,-0.12209337438137795,-0.7192414231684253,-0.10185247736527676,-0.5910310999128097,0.09133763628390722,0.0015867347704361468,-0.12326684974807804,0.2732032997780538,1.0
21,0.24196666669669226,-0.016157926847957554,-1.661497889527908,0.20480362621326542,-0.12844954944425996,-0.014864963241255347,0.09920056937815198,-0.007178876462990595,0.4568317383956524,1.0
22,-0.16004529234455234,0.05147592983181853,0.5532891813532909,0.030892364025562374,0.30411841631233,-0.04020571393497831,-0.04340449795124639,0.0787589065242294,0.02720622664877864,0.0
23,-0.17587980619560323,0.0340978514711235,0.5021851842836341,0.04349063866166042,0.24525595729001282,-0.04427304852193906,-0.012163324868977362,0.05274488524250284,-0.024713847617081078,0.0
24,-0.17778133615045202,-0.05421571442823826,0.15561537336067574,0.09132646003267988,-0.03977312086686654,-0.04465851854756424,0.06572850535350047,-0.03287957413314116,0.10287487923531488,0.0
