,0,1,2,3
0,-0.25572205331590553,-0.05035096762854206,0.21271445891243096,6.0
1,0.014688042504820828,0.06204754676525541,-0.5407110749152333,13.0
2,0.014133299874641191,-0.0014833720799167535,0.09584559053834231,6.0
3,0.30599723876748236,0.31597615780087646,0.6195880906591085,4.0
4,-0.2560631440838379,-0.40723109610840796,0.15928030156365267,7.0
5,-0.015724356122716644,-0.49857197281540355,-0.2620046029338846,10.0
6,0.50352962251509,0.34342128529696964,0.6590953580186654,15.0
7,-0.01640521014993421,-0.5407776406921028,-0.2455489919245474,1.0
8,-0.4912524443882258,-0.4576045624383645,0.1848229263532841,7.0
9,0.02034162599424017,0.2797667788087186,0.18803134036496794,3.0
10,0.68638445211089,-0.20554842329706202,0.13734515370128034,12.0
11,-0.028992121333259967,-0.5203692280714294,-0.014538111976240194,7.0
12,-0.2685093446062511,-0.4470975626145954,0.2132579170113172,15.0
13,0.475144021663952,-0.04077603862975382,-0.04477228920911063,15.0
14,0.20454418988440115,-0.20863029766979513,0.07953523850281202,13.0
15,0.013985114704058332,0.30063361060329186,-0.00651374688299773,6.0
16,-0.2623239075461098,-0.31893469510008204,0.4487633015236936,2.0
17,0.01331173518651102,0.016585839170244945,0.2893344660483222,13.0
18,-0.4581511072705538,0.11152670362208239,0.41774814332353427,3.0
19,0.5088829023236044,0.13358477419667822,-0.6939995202428708,15.0
20,0.209953025089415,-0.1901026672457335,-0.15253185318348095,15.0
21,-0.0037520994219136608,0.028877351172059845,0.24581733043606782,15.0
22,0.003261432424945327,0.2516045251876599,0.6027103553973233,13.0
23,-0.016529561849976657,-0.4400489959423681,-0.5267118780685143,1.0
24,0.47271204552130175,0.09433912636647876,-0.3806979639683902,2.0
25,-0.02456528089822159,0.02695657587236345,-0.4108066151544631,13.0
26,-0.16154106854205075,0.5251653554543734,0.6066211804230066,13.0
27,0.7375479775678321,-0.1370530771352878,0.11979276713110529,0.0
28,0.47241665043940245,0.19105018098232027,0.41953388950679865,15.0
29,-0.009552108384920412,0.19267849559306682,-0.24634625396520196,2.0
30,0.02238242837889738,0.32698038865755474,-0.2002736609633151,0.0
31,0.03426641176146065,0.5451580398749177,0.10291278712061332,6.0
32,-0.20736767315134869,0.20637973256943393,-0.2707251606237449,3.0
33,-0.21832781391928427,0.1501959570669102,0.031504118949212234,6.0
34,0.6573483608016623,-0.7207062352827106,-0.41399391528092655,1.0
35,-0.5067975013204326,-0.3807228281871383,-0.526834846422897,13.0
36,-0.2544888110111206,-0.11427673233464378,0.612167450974969,6.0
37,0.008690771488620748,0.40660437700085006,0.2393544551959859,7.0
38,0.21872179310131434,0.1043694191061694,-0.1567846426787884,15.0
39,0.6629453620506173,-0.22945890710854094,0.3695099076563763,7.0
40,-0.4180598602185111,0.16900222888768632,-0.36384134259182543,3.0
41,-0.40850557505210056,0.7023581320662828,0.402324033899689,2.0
42,-0.015083694526909646,-0.29543173262810396,0.35853948542401487,12.0
43,-0.4282082960087828,0.31997628370635517,-0.5224627142801247,0.0
44,-0.4973782120022598,-0.10833754321929026,0.3568182281909713,0.0
45,0.21902707874186378,-0.3706159665240062,0.350779721952044,7.0
46,0.4403995551700197,-0.5737688821898773,0.10928024484059898,1.0
47,-0.2512189112194701,-0.22700734295816433,0.2964080995796591,0.0
48,0.040099138646207705,0.46226442669965806,-0.3213159297673361,15.0
49,0.2184845501747628,-0.4897115755125596,0.20223289463144475,9.0
50,-0.17557799194623505,0.3049380489945277,-0.3745266452507805,6.0
51,0.02171143406214611,0.059547679209501096,0.08354372579729838,0.0
52,-0.4283695105283571,0.2437789414440875,-0.21414064126443752,6.0
53,0.20971989621247106,-0.5351179166552279,-0.5070414160984272,1.0
54,0.4613640914554356,-0.2704237230565588,0.19022034166416643,2.0
55,-0.242986141676084,0.06100265215643358,0.45848499872261134,6.0
56,0.05076388433224393,0.6151592568180233,0.17668664413489554,2.0
57,0.20943671519365045,-0.4939715521827677,-0.49191305539741337,15.0
58,-0.7379641334485827,-0.23280333011668958,-0.17067554810727928,3.0
59,-0.2728700163447783,-0.25131267263057255,0.29146918014371787,0.0
60,-0.16033169055599,0.8156752181247254,0.14444327885342706,12.0
61,-0.48504411826862676,-0.17635441154972897,0.2770086761799098,3.0
62,0.06578691655601139,0.5556541349673723,0.6085087810754332,6.0
63,0.31290849268784376,0.3586402448514755,0.1775765124534984,12.0
64,-0.23602245041304964,-0.2658798126899287,-0.3651953292696654,13.0
65,-0.459906374283778,0.1928290807287593,-0.2615404845746476,13.0
66,-0.45637298204605564,0.3363588993325074,-0.08671730581877943,3.0
67,0.6748555641045171,-0.19605453183965876,0.48186198084697146,7.0
68,0.20194685432438525,-0.24573093070208518,-0.27497570537034555,15.0
69,-0.7448065910654011,-0.6045602034413762,-0.5685288703329456,15.0
70,-0.49299785169098365,-0.601529226903042,-0.22710392579362151,10.0
71,0.2883091015241208,0.16558119523826562,-0.502669283955655,13.0
72,0.7278070744964236,-0.1279540315388138,0.22720592088575903,9.0
73,0.2770756394478309,-0.07468325736315226,0.08205013206959222,16.0
74,0.21346352826767953,-0.19966013201610744,0.16561096025813804,0.0
75,0.20599988606975075,-0.1361927864839056,0.1917139353918726,2.0
76,0.17558987264300943,-0.6801972440795712,0.45838958120251505,12.0
77,-0.4839598764203376,-0.3720422086614797,0.19968024848396043,13.0
78,-0.012645219133855572,-0.16486609043010847,-0.031092766212591598,13.0
79,0.04253525968664941,0.4231677174696804,0.3415170871215086,13.0
80,-0.4508061019599927,-0.1724574944979941,0.05093671566754398,3.0
81,-0.40121300708421237,0.7879204858431677,0.4171813560303654,12.0
82,0.29222380780936985,0.3520092805682995,0.12902279513649956,12.0
83,0.7005981337096059,-0.30254902404093253,-0.022447326622377067,2.0
84,-0.4240571312347112,0.5135590591232808,0.41622418751939383,6.0
85,0.04202544904128875,0.3849796397268744,-0.7234220414883098,6.0
86,0.061047315970753455,0.7251558202101027,0.2178203177008411,12.0
87,0.7137537921313691,-0.3886351036215331,-0.2957457541434184,1.0
88,-0.02173148684938302,0.07121189899154529,0.25069915142605825,0.0
89,-0.4617859621488609,0.22181281314219095,-0.18155755626205158,0.0
90,-0.2352271043962559,-0.09917574799160975,-0.367849829886312,3.0
91,-0.2322403856234262,-0.1707599941426701,-0.6684808205806081,6.0
92,-0.46262388579786123,0.19942825876947887,0.470127469892538,3.0
93,-0.2598329948103828,-0.5579156047990478,-0.32253769989957937,1.0
94,-0.18698824306524037,0.5349487930398058,0.3106986344171664,6.0
95,0.19747822069486928,-0.06181091978843371,0.10431096332822316,12.0
96,-0.17275820250565427,0.478401957918809,-0.30728999655110056,6.0
97,-0.2968287459126944,-0.24123148205648304,0.23176747209246376,6.0
98,-0.41878900669061003,0.5923615686742034,0.3611903603337437,13.0
99,0.4704708630296247,-0.3700294910890841,-0.22286038448952797,1.0
100,-0.22226873887586973,0.14854114768535706,-0.4093535852496091,6.0
101,0.2853346276625534,0.02855346180296487,0.05329265631921107,16.0
102,-0.20414035099190478,0.23796863227152035,0.06254601351888811,0.0
103,0.022759597528632568,0.2738601996175855,-0.07031210275659396,13.0
